ID,ra,dec,F_F140W,F_F775W,F_F606W,F_F435W,z
2290,189.1259890000000,62.14182300000000,24.64237708119420,25.29568551276072,26.00391018688414,28.11372781835512,0.6225000000000001
2291,189.2283610000000,62.14173200000000,26.62462718117786,26.58548474655160,28.84662891588004,NaN,4.753300000000000
2293,189.1257180000000,62.14169400000000,26.64411604244574,27.94415474712248,27.78605986955540,28.31703288041009,2.600200000000000
2295,189.1143870000000,62.14249500000000,22.01159490143355,25.46821114856841,26.50748900032388,28.31987086515653,1.992170000000000
2296,189.1538920000000,62.14172300000000,25.84424131719869,26.54159726665459,27.75889115162301,30.31829848212018,4.894800000000000
2297,189.1151790000000,62.14171600000000,26.17656850349757,27.45637317622366,27.26920741649376,27.37105760381865,1.735200000000000
2300,189.1017070000000,62.14187100000000,25.18660888224201,25.80707118087787,26.11800409174307,26.93643601243009,0.2256000000000000
2302,189.0845270000000,62.14564400000000,19.72196267435019,21.97141774522370,23.54491350380886,25.58466342232254,1.016400000000000
2303,189.1020660000000,62.14176500000000,26.26116343804576,27.24368420537029,27.93567219908092,27.92593661660488,1.486400000000000
2305,189.1537810000000,62.14182900000000,25.64506773169424,26.74424304233702,27.98319374230955,29.28021588230992,0.8689000000000000
2310,189.1940460000000,62.14189400000000,25.09060242305378,26.91344108410303,NaN,27.60792275843662,0.9500000000000000
2311,189.1708800000000,62.14187900000000,26.90628517776065,26.82998923567060,27.91231212673500,27.73122975307391,0.8715000000000001
2313,189.0358560000000,62.14234700000000,22.61481712542884,24.94566371678209,25.95041258809218,26.83993990364917,1.136300000000000
2314,189.1437410000000,62.14227200000000,23.79148468782760,24.87540015833216,25.28651495731429,25.48473329848559,1.203400000000000
2315,189.1567690000000,62.14191000000000,25.65888922029623,26.57213169586963,NaN,27.38861140347359,1.696500000000000
2318,189.1243580000000,62.14191600000000,26.04332205741009,26.57842755523669,26.89219395573915,26.88688478218160,1.144600000000000
2320,189.0882510000000,62.14188900000000,26.65609729019633,26.82982523514305,27.36058928919157,28.63044021390216,0.4222000000000000
2321,189.0628470000000,62.14188400000000,26.41500770160800,26.83079788609849,28.15376209553414,27.22991582761329,1.379100000000000
2322,189.1476720000000,62.14194900000000,27.67381181306872,27.31803385390264,27.98205912429089,29.51025086897692,1.396000000000000
2323,189.0693930000000,62.14190400000000,26.96591346092775,28.11546804108825,28.33597717465612,27.71247709023987,1.732700000000000
2325,189.0782100000000,62.14193600000000,26.42969542544773,27.77382169933025,28.04807296055006,27.60418767088987,1.537400000000000
2326,189.0892590000000,62.14214900000000,23.87696837497228,25.31905274774758,25.52487675021776,25.66187328528978,1.352550000000000
2327,189.1619430000000,62.14201000000000,26.04195770889978,26.68326447287827,26.76723474599040,28.94286906895958,0.3875000000000000
2330,189.1129960000000,62.14200900000000,27.09110523699348,27.05144370595748,27.74910949282076,NaN,3.986900000000000
2331,189.1267700000000,62.14242200000000,24.01104456067976,24.75476451312198,24.78764999102413,24.77101987868830,1.650500000000000
2333,189.1273160000000,62.14207300000000,25.27249239609934,26.09588426002710,26.28549775515345,27.29727111665032,2.819500000000000
